"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hmg20b",1.8975957605099e-07,0.584077577572902,0.308,0.115,0.0027312095781019,"3","Hmg20b"
"Gmcl1",1.91024183853374e-07,1.33562114951273,0.267,0.097,0.00274941107820161,"3","Gmcl1"
"Pnisr1",1.91565078213884e-07,0.409110457410679,0.642,0.347,0.00275719617073243,"3","Pnisr"
"Sdf2l1",1.92621363815714e-07,0.437404277421166,0.25,0.084,0.00277239928939957,"3","Sdf2l1"
"Malat11",1.94286812364886e-07,0.249313719834248,0.983,0.622,0.00279637009036781,"3","Malat1"
"Itm2c",1.98929736461138e-07,0.48121736935191,0.308,0.119,0.00286319569688516,"3","Itm2c"
"Cttnbp21",2.01086532296621e-07,1.06074809455789,0.408,0.188,0.00289423845934526,"3","Cttnbp2"
"Ppp3cb1",2.15585891993727e-07,0.837814967031237,0.342,0.137,0.00310292774346571,"3","Ppp3cb"
"Acyp11",2.1612626062658e-07,0.278445023026852,0.308,0.116,0.00311070526919836,"3","Acyp1"
"Zmat5",2.19658284454889e-07,0.254704881822389,0.408,0.175,0.00316154168815922,"3","Zmat5"
"Rbm181",2.25991421348297e-07,0.184167938120971,0.517,0.234,0.00325269452746604,"3","Rbm18"
"Cops5",2.26512387977782e-07,0.313227072944199,0.592,0.308,0.00326019280016422,"3","Cops5"
"Slc38a21",2.27782334927894e-07,0.64271249663603,0.358,0.148,0.00327847114661718,"3","Slc38a2"
"Tra2a1",2.29756781093169e-07,0.402778990491032,0.758,0.441,0.00330688935027399,"3","Tra2a"
"Akap91",2.33599932059922e-07,0.310610988669356,0.625,0.319,0.00336220382213845,"3","Akap9"
"Mrpl48",2.34420478516317e-07,0.359919591416499,0.425,0.186,0.00337401394728536,"3","Mrpl48"
"Usf2",2.39025647805632e-07,0.235022934278667,0.342,0.133,0.00344029614886646,"3","Usf2"
"Pes1",2.39191827863737e-07,0.671220877880716,0.267,0.095,0.00344268797844276,"3","Pes1"
"Psmc5",2.42585847905773e-07,0.214975092992586,0.675,0.357,0.00349153810890779,"3","Psmc5"
"Rtcb",2.46380000838599e-07,0.292581731329637,0.5,0.237,0.00354614735206996,"3","Rtcb"
"Eif3l",2.56964034033971e-07,0.432940276946406,0.55,0.287,0.00369848334185094,"3","Eif3l"
"C130071C03Rik1",2.66706842443564e-07,0.722520609278104,0.433,0.2,0.00383871158329021,"3","C130071C03Rik"
"AI854517",2.71060924527423e-07,0.276330683752886,0.358,0.146,0.0039013798867232,"3","AI854517"
"Pdlim7",2.72809597349681e-07,0.380025731959015,0.367,0.155,0.00392654853465395,"3","Pdlim7"
"Uba11",2.80078699117044e-07,0.207692472390956,0.6,0.301,0.00403117271639162,"3","Uba1"
"Sar1b",2.84929074704197e-07,0.371288858786793,0.508,0.248,0.0041009841722175,"3","Sar1b"
"Cbr11",2.87023134262724e-07,0.369528694727312,0.483,0.242,0.00413112397144338,"3","Cbr1"
"Rufy32",2.91955069839517e-07,0.212795029534688,0.583,0.277,0.00420210932020017,"3","Rufy3"
"Pak1ip1",2.9900001308191e-07,0.525457740831769,0.358,0.147,0.00430350718828793,"3","Pak1ip1"
"Rae12",3.01818268849093e-07,0.497045966240332,0.483,0.228,0.004344070343545,"3","Rae1"
"Golga7",3.05392327788767e-07,0.382931817658565,0.517,0.251,0.00439551177386373,"3","Golga7"
"Rwdd1",3.10893824828187e-07,0.272923061875782,0.658,0.345,0.00447469482075209,"3","Rwdd1"
"Cnot71",3.11706825452189e-07,0.737412062437763,0.358,0.148,0.00448639633873336,"3","Cnot7"
"Hist1h1c",3.15489234959393e-07,0.941932596467895,0.342,0.146,0.00454083655877055,"3","Hist1h1c"
"Hax1",3.28544803534483e-07,0.600501594207267,0.4,0.183,0.00472874535727181,"3","Hax1"
"Tmem14c1",3.29982245195661e-07,0.298860709124762,0.458,0.209,0.00474943445510115,"3","Tmem14c"
"Fxr1",3.31583283636738e-07,0.52330862243101,0.258,0.091,0.00477247820138357,"3","Fxr1"
"Pole31",3.38376752588586e-07,0.34138848889324,0.425,0.183,0.00487025660000752,"3","Pole3"
"Sbno11",3.45657486095037e-07,0.357231450057827,0.408,0.179,0.00497504819736587,"3","Sbno1"
"Bola1",3.47480376596366e-07,0.183378859036425,0.383,0.164,0.0050012850603515,"3","Bola1"
"Ppm1b",3.48069970202183e-07,0.730852455241729,0.283,0.106,0.00500977108112002,"3","Ppm1b"
"Syf21",3.50315422923206e-07,0.35044098830503,0.425,0.193,0.0050420898821337,"3","Syf2"
"Ccdc32",3.60337921846816e-07,0.784330248944867,0.25,0.087,0.00518634370914122,"3","Ccdc32"
"Pja11",3.66015406749478e-07,0.432000028043586,0.55,0.279,0.00526805974934524,"3","Pja1"
"Igbp1",3.69342481377341e-07,0.595992960564915,0.35,0.153,0.00531594633446407,"3","Igbp1"
"Ube2e2",3.70488193254712e-07,0.434940367699269,0.25,0.087,0.00533243656551506,"3","Ube2e2"
"Nr2f11",3.88385354859856e-07,0.772215047798446,0.5,0.249,0.00559003041249791,"3","Nr2f1"
"Phax1",4.0574672734143e-07,0.303623523608629,0.583,0.294,0.0058399126466252,"3","Phax"
"Ube2l3",4.1073071801445e-07,0.19614084151296,0.667,0.349,0.00591164722438198,"3","Ube2l3"
"Angel2",4.15533779197418e-07,0.857002899565483,0.3,0.119,0.00598077768398843,"3","Angel2"
"Nob1",4.16681825550616e-07,0.60007103338023,0.292,0.108,0.00599730151515001,"3","Nob1"
"Rnf181",4.20580514568107e-07,0.431727928735091,0.275,0.099,0.00605341534617877,"3","Rnf181"
"Ergic3",4.32894254909016e-07,0.352811009144741,0.583,0.31,0.00623064701090546,"3","Ergic3"
"Gtf2b",4.36445554120566e-07,0.395929784688809,0.358,0.153,0.00628176086045731,"3","Gtf2b"
"Prpf40a1",4.42572232541847e-07,0.4570661467638,0.492,0.234,0.0063699421429748,"3","Prpf40a"
"2300009A05Rik",4.46285214782062e-07,0.344719463106823,0.358,0.153,0.00642338309635821,"3","2300009A05Rik"
"Cdk11b",4.54074851960852e-07,0.266835417445391,0.417,0.183,0.00653549934427254,"3","Cdk11b"
"Msrb1",4.57226214119234e-07,0.778274001600035,0.258,0.092,0.00658085689981814,"3","Msrb1"
"Mad2l21",4.71661578014635e-07,0.4051057821638,0.408,0.195,0.00678862509236464,"3","Mad2l2"
"H13",4.84833043401407e-07,0.231660847814054,0.392,0.168,0.00697820199367646,"3","H13"
"Kcnq1ot11",4.94824578914837e-07,0.830535360704522,0.417,0.197,0.00712201016432126,"3","Kcnq1ot1"
"Zfand51",5.0403408623412e-07,0.323918079908808,0.5,0.244,0.00725456260316769,"3","Zfand5"
"Mettl10",5.0456037662577e-07,0.626257904323739,0.342,0.143,0.0072621375007747,"3","Mettl10"
"Syne2",5.08826558331667e-07,1.32751657640409,0.283,0.111,0.00732354065406769,"3","Syne2"
"Npepps1",5.21089114121911e-07,0.683481078297507,0.375,0.16,0.00750003561955667,"3","Npepps"
"Mrpl36",5.21362266056181e-07,0.773105612024486,0.375,0.164,0.00750396709534662,"3","Mrpl36"
"Phb1",5.25786465265293e-07,0.401279260022785,0.4,0.175,0.00756764459456336,"3","Phb"
"Phf21a",5.26082884404928e-07,0.636891045478928,0.25,0.088,0.00757191095524012,"3","Phf21a"
"Ctnnb11",5.39282808437136e-07,0.205479567923718,0.617,0.343,0.0077618974618357,"3","Ctnnb1"
"Rtf11",5.53778704020389e-07,0.278704612840494,0.733,0.394,0.00797053688696546,"3","Rtf1"
"Csnk2b1",5.54199302583291e-07,0.338984933078708,0.6,0.322,0.0079765905620813,"3","Csnk2b"
"Ccdc47",5.61756761049948e-07,0.847262598793241,0.275,0.105,0.00808536506179191,"3","Ccdc47"
"Txlna",5.6235141693318e-07,0.613041936343248,0.258,0.092,0.00809392394391925,"3","Txlna"
"Smn1",5.63203212343296e-07,0.548174053193317,0.342,0.144,0.00810618383525707,"3","Smn1"
"Fam118b",5.72014732781803e-07,0.706648618029856,0.267,0.097,0.0082330080489285,"3","Fam118b"
"Ankrd111",5.72528157754039e-07,1.08668435473228,0.333,0.143,0.00824039777455388,"3","Ankrd11"
"Bcl11a1",6.03537819633233e-07,0.303743938353767,0.625,0.324,0.00868671983798112,"3","Bcl11a"
"Tmem128",6.05940843050109e-07,0.288930124367668,0.492,0.235,0.00872130655402022,"3","Tmem128"
"Bfar",6.28386136744699e-07,1.13249940844322,0.275,0.106,0.00904436166616645,"3","Bfar"
"Tmem2221",6.43299852877093e-07,0.589972999407583,0.358,0.157,0.00925901478246,"3","Tmem222"
"Smarcc1",6.45666861412164e-07,0.350308727677318,0.458,0.221,0.00929308313630527,"3","Smarcc1"
"4933434E20Rik1",6.47465407070332e-07,0.79219791090942,0.333,0.143,0.00931896960396329,"3","4933434E20Rik"
"Gon4l1",6.49327327846179e-07,0.829596303543352,0.325,0.13,0.00934576822969006,"3","Gon4l"
"Ywhaz1",6.61890577067588e-07,0.406651874022148,0.625,0.326,0.0095265910757338,"3","Ywhaz"
"Adprh",6.63608749763583e-07,0.353796959541019,0.475,0.23,0.00955132073534725,"3","Adprh"
"Alkbh6",6.64927390954329e-07,0.265684368613387,0.258,0.094,0.00957029993800565,"3","Alkbh6"
"Polr3gl",6.67418947839814e-07,0.695056898540518,0.258,0.092,0.00960616091625844,"3","Polr3gl"
"mt-Nd51",6.89129190701062e-07,0.549668655422702,0.658,0.363,0.00991863644176039,"3","mt-Nd5"
"Myl12b1",6.90406580570874e-07,0.362681633108156,0.65,0.36,0.00993702191415658,"3","Myl12b"
"Commd7",6.98698170447619e-07,0.705628284352854,0.325,0.136,0.0100563627672526,"3","Commd7"
"Mrpl571",7.00094435518797e-07,0.271928489697957,0.475,0.225,0.010076459210422,"3","Mrpl57"
"Pou2f1",7.07680093847826e-07,1.10991742034239,0.25,0.091,0.0101856395907518,"3","Pou2f1"
"Cib21",7.18070961614513e-07,1.04389246085473,0.275,0.106,0.0103351953505177,"3","Cib2"
"Sra1",7.20035951391822e-07,0.672483423220796,0.383,0.176,0.0103634774483825,"3","Sra1"
"Ormdl31",7.65031687429752e-07,0.423234273889395,0.375,0.167,0.0110111010771764,"3","Ormdl3"
"Ly6e",7.65128425933161e-07,0.413487181531444,0.267,0.097,0.011012493434456,"3","Ly6e"
"Elavl1",7.83605827399446e-07,0.385940712707718,0.4,0.185,0.0112784386737602,"3","Elavl1"
"Ddx51",7.92920420655573e-07,0.273166000599491,0.95,0.634,0.0114125036144957,"3","Ddx5"
"Prkcsh1",7.98775087315071e-07,0.71227229038361,0.325,0.139,0.0114967698317258,"3","Prkcsh"
"Ube2r21",8.23828532237266e-07,0.497810908969794,0.425,0.209,0.011857364064491,"3","Ube2r2"
"Bclaf11",8.38548033899697e-07,0.59677424365366,0.467,0.223,0.0120692218519183,"3","Bclaf1"
"2410002F23Rik1",8.40651666755667e-07,0.47191478736809,0.4,0.181,0.0120994994396143,"3","2410002F23Rik"
"Ctsb1",8.44958999587521e-07,0.471290201987013,0.492,0.242,0.0121614948810632,"3","Ctsb"
"1110065P20Rik1",8.53890561018874e-07,0.592319592277049,0.408,0.182,0.0122900468447447,"3","1110065P20Rik"
"Tacc21",8.55279255556953e-07,0.908408162231825,0.367,0.16,0.0123100343252312,"3","Tacc2"
"Tmem55b",8.6154516373947e-07,0.617961125306436,0.3,0.116,0.0124002195417022,"3","Tmem55b"
"Cdh4",8.69366061969882e-07,1.13885158053522,0.25,0.094,0.0125127857299325,"3","Cdh4"
"Abhd17a1",9.14712988613401e-07,0.559725743197278,0.408,0.193,0.0131654640451127,"3","Abhd17a"
"Srsf4",9.28465627047618e-07,0.290441279591857,0.425,0.202,0.0133634057700964,"3","Srsf4"
"Dnttip1",9.30533177545493e-07,0.650767215233138,0.25,0.091,0.0133931640244123,"3","Dnttip1"
"Set1",9.40907028599663e-07,0.191289468382673,0.858,0.468,0.013542474862635,"3","Set"
"Kmt2e1",9.57413667046188e-07,0.409651610972944,0.575,0.291,0.0137800549097958,"3","Kmt2e"
"Grsf1",1.02553968621312e-06,0.965996717216739,0.267,0.102,0.0147605927036655,"3","Grsf1"
"Pycrl1",1.0267242680533e-06,0.284114111627979,0.308,0.122,0.0147776423900911,"3","Pycrl"
"Dhx36",1.02786324307559e-06,0.567699656363553,0.25,0.09,0.014794035657587,"3","Dhx36"
"Scnm1",1.02926627489113e-06,0.453418063961509,0.325,0.136,0.014814229494508,"3","Scnm1"
"Rundc3a1",1.07403958567481e-06,0.601129852666418,0.5,0.256,0.0154586517566175,"3","Rundc3a"
"Ube2e3",1.07888095080217e-06,0.197235299220766,0.75,0.437,0.0155283335248957,"3","Ube2e3"
"Ap1m11",1.07965299672047e-06,0.601213149161784,0.367,0.165,0.0155394455817977,"3","Ap1m1"
"Ift74",1.08993750734699e-06,0.238544244913391,0.258,0.094,0.0156874705432452,"3","Ift74"
"Keap11",1.09198628193871e-06,1.05844838519279,0.283,0.113,0.0157169585559439,"3","Keap1"
"Rsbn1",1.10167977930227e-06,0.774896742235022,0.3,0.118,0.0158564770634975,"3","Rsbn1"
"Pop41",1.1346391011217e-06,0.587444560670886,0.417,0.202,0.0163308605824447,"3","Pop4"
"Avl91",1.16058833658704e-06,0.817424781327156,0.392,0.179,0.0167043479284972,"3","Avl9"
"Sccpdh",1.173057010586e-06,0.401809602356927,0.283,0.111,0.0168838095533643,"3","Sccpdh"
"Tspan71",1.19913947467239e-06,0.347510731706019,0.383,0.179,0.0172592144589597,"3","Tspan7"
"4833420G17Rik",1.20972127487685e-06,0.772047577362036,0.275,0.108,0.0174115183093024,"3","4833420G17Rik"
"Cyb5r31",1.23763918000747e-06,1.01175634884423,0.317,0.136,0.0178133407178475,"3","Cyb5r3"
"Cpsf61",1.2389409286866e-06,0.51027556786191,0.517,0.266,0.0178320767865862,"3","Cpsf6"
"Nudcd2",1.25810512862396e-06,0.623436689595493,0.317,0.133,0.0181079071162847,"3","Nudcd2"
"C1qbp1",1.25903386330779e-06,0.282628925815519,0.642,0.338,0.0181212743945891,"3","C1qbp"
"Gpatch81",1.2912671931952e-06,0.584720679064133,0.375,0.167,0.0185852087116585,"3","Gpatch8"
"2010320M18Rik",1.34158100668797e-06,0.749282505206059,0.275,0.108,0.0193093754292599,"3","2010320M18Rik"
"Gipc1",1.34548436826195e-06,0.411333482191484,0.433,0.209,0.0193655565123942,"3","Gipc1"
"Mxd4",1.35585872111597e-06,0.683622591116048,0.333,0.143,0.0195148745730222,"3","Mxd4"
"Appbp2",1.38245374891216e-06,0.562573593459144,0.275,0.109,0.0198976568080927,"3","Appbp2"
"Luc7l31",1.38907877733462e-06,0.331754812593653,0.7,0.409,0.0199930108421772,"3","Luc7l3"
"Cbx1",1.39334960880086e-06,0.256870532177381,0.733,0.415,0.0200544809194708,"3","Cbx1"
"Hint2",1.40601901952593e-06,0.494825916527632,0.308,0.13,0.0202368317480368,"3","Hint2"
"Sys1",1.40856261813334e-06,0.268022634549905,0.508,0.258,0.0202734417627932,"3","Sys1"
"Supt51",1.41708866368855e-06,0.893384071588364,0.3,0.123,0.0203961571364693,"3","Supt5"
"Mphosph8",1.43134268875258e-06,0.293268539935496,0.342,0.144,0.0206013153192159,"3","Mphosph8"
"Atp6v1h",1.44230888606879e-06,0.825772351443663,0.342,0.154,0.0207591517971881,"3","Atp6v1h"
"Mrpl54",1.44839729935963e-06,0.233840828900958,0.4,0.179,0.0208467823296831,"3","Mrpl54"
"Jmjd1c",1.44879691905687e-06,1.03089364933855,0.25,0.092,0.0208525340559856,"3","Jmjd1c"
"Tpr1",1.45331410022987e-06,0.329776844374298,0.475,0.232,0.0209175498446085,"3","Tpr"
"Higd2a",1.47262007969541e-06,0.242877729534062,0.6,0.335,0.021195420807056,"3","Higd2a"
"Polr1d1",1.47912519699079e-06,0.280035845927458,0.767,0.424,0.0212890489602884,"3","Polr1d"
"Yipf4",1.5690493854584e-06,0.411254496294983,0.317,0.137,0.0225833278049027,"3","Yipf4"
"Arfgap2",1.61881043439452e-06,0.370999051930342,0.35,0.148,0.0232995385822404,"3","Arfgap2"
"Cpsf3",1.6274704637594e-06,0.584383473262017,0.275,0.109,0.023424182384889,"3","Cpsf3"
"Sgta1",1.62993457766682e-06,0.250484130437249,0.633,0.342,0.0234596483763585,"3","Sgta"
"Ubl71",1.63418844137714e-06,0.675445257352137,0.392,0.183,0.0235208742367412,"3","Ubl7"
"Tra2b",1.68385025446187e-06,0.244082494795219,0.75,0.42,0.0242356567124698,"3","Tra2b"
"Epb41l4aos",1.70942421826913e-06,0.466368220051267,0.267,0.102,0.0246037427735475,"3","Epb41l4aos"
"Utp11l",1.72108869825624e-06,0.34169474694766,0.35,0.153,0.0247716296340021,"3","Utp11l"
"Nfyb1",1.72592810096932e-06,0.697259457699763,0.325,0.14,0.0248412831572514,"3","Nfyb"
"Ctsz",1.73492552479315e-06,0.873318062168992,0.283,0.115,0.0249707830783479,"3","Ctsz"
"Morn41",1.73800254164507e-06,0.372573242185348,0.342,0.144,0.0250150705818975,"3","Morn4"
"Rnf411",1.7847689952675e-06,0.763354118927669,0.275,0.108,0.0256881801488851,"3","Rnf41"
"Hnrnpab1",1.81282110754435e-06,0.29683005259699,0.925,0.571,0.0260919342008858,"3","Hnrnpab"
"Tmed9",2.03802291862741e-06,0.413946239481976,0.55,0.3,0.0293332638678043,"3","Tmed9"
"Exoc41",2.03898952053931e-06,1.38525147921293,0.258,0.104,0.0293471761691223,"3","Exoc4"
"Brd7",2.1272976360403e-06,0.50103432226741,0.333,0.151,0.030618194875528,"3","Brd7"
"Saraf1",2.14505237284722e-06,0.198307981170662,0.467,0.227,0.03087373880239,"3","Saraf"
"Pafah1b1",2.15348388037936e-06,0.425609657446225,0.458,0.228,0.0309950934903002,"3","Pafah1b1"
"Mkrn11",2.19870840451363e-06,0.239220557426629,0.658,0.35,0.0316460100661647,"3","Mkrn1"
"Exosc41",2.23392787619787e-06,0.897011268624506,0.358,0.169,0.0321529239221159,"3","Exosc4"
"Actr1a1",2.269297229016e-06,0.254112829726822,0.492,0.244,0.0326619950172273,"3","Actr1a"
"Zfp8211",2.36644073355407e-06,0.467872116328255,0.425,0.199,0.0340601814780437,"3","Zfp821"
"Yars",2.42681321621875e-06,0.668229007746979,0.258,0.101,0.0349291226210365,"3","Yars"
"Tomm34",2.47452275841766e-06,0.50395811525966,0.275,0.108,0.0356158060619054,"3","Tomm34"
"Snrnp27",2.57725989575259e-06,0.259589453549598,0.567,0.318,0.037094501679567,"3","Snrnp27"
"Mtpn1",2.65484214728152e-06,0.795594762295996,0.417,0.203,0.0382111430258229,"3","Mtpn"
"Serinc11",2.69495670302499e-06,0.305939687271678,0.508,0.261,0.0387885118266386,"3","Serinc1"
"Mrpl47",2.77445424154537e-06,0.460744050827305,0.267,0.104,0.0399327198985626,"3","Mrpl47"
"Kdm2b1",2.82930915730713e-06,0.710753386633707,0.333,0.148,0.0407222467011215,"3","Kdm2b"
"Tmem701",2.95643283203873e-06,0.287557407614893,0.333,0.146,0.0425519377515334,"3","Tmem70"
"Sdf21",3.00883807559806e-06,0.549068551266998,0.342,0.15,0.0433062064220828,"3","Sdf2"
"Psenen",3.01453036307873e-06,0.319878098652979,0.575,0.319,0.0433881355157922,"3","Psenen"
"Tcf12",3.03723325590423e-06,0.299237950838957,0.408,0.186,0.0437148982522296,"3","Tcf12"
"Psmd15",3.04400645804832e-06,0.261311178644315,0.45,0.225,0.0438123849506894,"3","Psmd1"
"Sec61a2",3.05057402657269e-06,1.25218507108289,0.267,0.109,0.0439069119644607,"3","Sec61a2"
"Gm206041",3.12633625536546e-06,0.828319490370908,0.25,0.097,0.0449973577234751,"3","Gm20604"
"Taf10",3.16404244040108e-06,0.789828830198663,0.325,0.141,0.0455400628446927,"3","Taf10"
"Frmd4b1",3.19230695140134e-06,0.908707222417256,0.383,0.185,0.0459468739515194,"3","Frmd4b"
"Vapb1",3.2294588157983e-06,0.55552342173222,0.333,0.15,0.0464816007357849,"3","Vapb"
"Rnf111",3.2348049923607e-06,0.345893035186672,0.333,0.143,0.0465585482550475,"3","Rnf11"
"Klhdc31",3.23652145515181e-06,0.294062619492578,0.35,0.155,0.0465832533040001,"3","Klhdc3"
"Polr2c",3.25908373108939e-06,0.226013423848412,0.542,0.3,0.0469079921415696,"3","Polr2c"
"Tulp41",3.29131125406249e-06,0.57085214416544,0.392,0.188,0.0473718428797214,"3","Tulp4"
"Hnrnpdl1",3.31730755689807e-06,0.202452016966887,0.8,0.455,0.0477460076664339,"3","Hnrnpdl"
"Ash2l1",3.38644024454678e-06,0.259133005770698,0.417,0.2,0.0487410344397618,"3","Ash2l"
"Plekho1",3.39654853317726e-06,0.868704524565996,0.267,0.105,0.0488865230380203,"3","Plekho1"
"Cnot4",3.41398660699856e-06,0.723769710597615,0.267,0.105,0.0491375092345302,"3","Cnot4"
"Nsmce2",3.41420298102468e-06,0.213117443905863,0.367,0.164,0.0491406235058883,"3","Nsmce2"
"Lztfl1",3.43463112120353e-06,0.664189306620062,0.292,0.122,0.0494346457274824,"3","Lztfl1"
"Peli11",3.46221098621063e-06,0.477884516163445,0.408,0.199,0.0498316027245296,"3","Peli1"
"Znrd1",3.46285218624783e-06,0.364034983225451,0.3,0.123,0.049840831516665,"3","Znrd1"
"Dnajc15",3.5676826360435e-06,0.595193202486068,0.308,0.132,0.0513496561805741,"3","Dnajc15"
"Lsm1",3.5867788900227e-06,0.379435766911292,0.458,0.231,0.0516245085640968,"3","Lsm1"
"Ccnl11",3.60266395924003e-06,0.235754707062386,0.367,0.165,0.0518531423653418,"3","Ccnl1"
"Emc31",3.60596792259004e-06,0.726403578873822,0.358,0.165,0.0519006963098384,"3","Emc3"
"Mrps121",3.67385355067833e-06,0.212154622066689,0.425,0.203,0.0528777741549132,"3","Mrps12"
"Klhl71",3.6881278147954e-06,0.562183816694603,0.308,0.13,0.0530832236383501,"3","Klhl7"
"Fam109a1",3.71642735145e-06,0.309849524846047,0.275,0.108,0.0534905388694199,"3","Fam109a"
"Eif4b1",3.77774522074669e-06,0.406036798282582,0.358,0.158,0.0543730869622072,"3","Eif4b"
"Senp61",3.81429655743745e-06,0.540657854751825,0.3,0.126,0.0548991703511972,"3","Senp6"
"Dusp12",3.83661689735111e-06,0.802447500099488,0.358,0.172,0.0552204270035746,"3","Dusp1"
"Stoml2",3.84369189792871e-06,0.18364341345515,0.425,0.203,0.055322257486888,"3","Stoml2"
"Kdm6b1",3.98532842612395e-06,0.834539190320089,0.333,0.154,0.057360832037202,"3","Kdm6b"
"Nelfb",4.00712080071037e-06,0.4083677605674,0.292,0.123,0.0576744896846243,"3","Nelfb"
"Akap8l",4.10097184654003e-06,0.642119794685459,0.25,0.097,0.0590252877872507,"3","Akap8l"
"Hsp90ab11",4.10588834599382e-06,0.246561446741966,1,0.885,0.059096050963889,"3","Hsp90ab1"
"Anapc161",4.17919002787266e-06,0.244380762841962,0.433,0.21,0.0601510820711713,"3","Anapc16"
"Aph1a",4.29541631821364e-06,0.305766072711609,0.3,0.125,0.0618239270680489,"3","Aph1a"
"Psme12",4.33408236305971e-06,0.195241401776101,0.567,0.298,0.0623804474515183,"3","Psme1"
"Wbp21",4.36328163613563e-06,0.442402890941931,0.475,0.244,0.0628007125889002,"3","Wbp2"
"Naa15",4.63003793358573e-06,0.578638817613803,0.358,0.167,0.0666401359780995,"3","Naa15"
"Slc25a512",4.72366575046263e-06,0.566896937169892,0.375,0.172,0.0679877211464086,"3","Slc25a51"
"Prrc2b1",4.72902810887073e-06,0.958324413994965,0.367,0.179,0.0680649015709764,"3","Prrc2b"
"Ggnbp21",4.76449211034238e-06,0.559596630909319,0.317,0.136,0.0685753349441579,"3","Ggnbp2"
"Tubg1",4.80613155239508e-06,0.197084250302841,0.333,0.146,0.0691746514336223,"3","Tubg1"
"Actb1",4.82416322455859e-06,0.452472367254086,0.975,0.849,0.0694341812910718,"3","Actb"
"Zranb11",4.8422224806346e-06,0.691140803037874,0.333,0.151,0.0696941081637738,"3","Zranb1"
"Atat11",4.84500750888634e-06,0.327071333361432,0.625,0.34,0.069734193075401,"3","Atat1"
"Mrpl13",4.85510639736317e-06,0.210021958320991,0.483,0.242,0.0698795463772481,"3","Mrpl13"
