"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mapt",1.22596235853338e-29,1.29547011969345,0.821,0.296,1.76452762263709e-25,"2","Mapt"
"Shtn1",1.24045710009226e-29,2.05369784485254,0.424,0.069,1.78538990416279e-25,"2","Shtn1"
"Meis2",2.8106344939371e-29,1.24935832590478,0.861,0.334,4.04534622712367e-25,"2","Meis2"
"Pou3f1",4.43898402110695e-29,2.00227207342834,0.49,0.104,6.38902970157923e-25,"2","Pou3f1"
"L1cam",8.03976096910406e-29,2.84444318872854,0.364,0.051,1.15716279628315e-24,"2","L1cam"
"Sox4",1.42150317692211e-28,1.19667597073577,0.967,0.52,2.045969522544e-24,"2","Sox4"
"Plxna4",1.67867263047969e-28,2.10361091061245,0.377,0.056,2.41611351704942e-24,"2","Plxna4"
"Lmo1",3.76735645676835e-28,1.48512442055152,0.483,0.101,5.42235614822669e-24,"2","Lmo1"
"Aplp1",4.85879024927021e-28,1.29480028262453,0.762,0.264,6.99325680577462e-24,"2","Aplp1"
"Phactr1",1.21801395807905e-27,1.67004542332587,0.464,0.092,1.75308748986318e-23,"2","Phactr1"
"Flrt3",1.30577010165769e-27,2.77550660360505,0.338,0.044,1.87939490731591e-23,"2","Flrt3"
"Ppfia2",1.87825676639954e-27,2.69932535672181,0.338,0.045,2.70337496387886e-23,"2","Ppfia2"
"Kif5c",3.21180616259201e-27,1.29141979282796,0.775,0.305,4.62275260981869e-23,"2","Kif5c"
"Dok5",3.80010615745843e-27,1.3156348386788,0.53,0.132,5.46949279242992e-23,"2","Dok5"
"Ssbp3",5.62860292451535e-27,1.69982576164067,0.55,0.149,8.10124818925494e-23,"2","Ssbp3"
"Cyth2",5.98520280920206e-27,1.01965753552264,0.861,0.367,8.61450240328453e-23,"2","Cyth2"
"Nfib",2.07327406228229e-26,0.977886511562211,0.947,0.411,2.9840633578429e-22,"2","Nfib"
"Sox11",6.62001163310494e-26,1.04716537981871,0.987,0.545,9.52818274352794e-22,"2","Sox11"
"Macrod2",8.43562636888981e-26,1.44237669333756,0.483,0.107,1.21413970327431e-21,"2","Macrod2"
"Ncam1",1.78996858061705e-25,1.22252673128861,0.801,0.318,2.57630177808212e-21,"2","Ncam1"
"Bzw21",2.00898278168073e-25,0.841243184250905,0.927,0.469,2.89152891767308e-21,"2","Bzw2"
"Nav2",2.18631284127541e-25,2.30893626459258,0.397,0.076,3.1467600724477e-21,"2","Nav2"
"Ube2ql1",2.40923356200925e-25,2.21775429047501,0.397,0.078,3.46760986579992e-21,"2","Ube2ql1"
"Tubb3",3.02493483068025e-25,0.883452894779099,1,0.548,4.35378870179808e-21,"2","Tubb3"
"Nsg1",4.67523521618675e-25,0.961625851941081,0.914,0.482,6.72906604665759e-21,"2","Nsg1"
"Ptprd",5.83910600063102e-25,1.42597353117338,0.517,0.126,8.40422526670823e-21,"2","Ptprd"
"Pbx1",7.66618959869736e-25,1.11911827148147,0.775,0.306,1.10339466894051e-20,"2","Pbx1"
"Znrf2",2.03993408560681e-24,2.56956785003554,0.325,0.05,2.93607712941388e-20,"2","Znrf2"
"Ccl27a1",2.22285088408159e-24,1.08608422819417,0.629,0.204,3.19934927745864e-20,"2","Ccl27a"
"Rab3c",2.88696816017903e-24,1.57204325665477,0.51,0.129,4.15521327294568e-20,"2","Rab3c"
"Rbfox2",4.52259964546727e-24,0.997825203485374,0.788,0.313,6.50937766972104e-20,"2","Rbfox2"
"Actl6b",4.57823137767916e-24,1.38747740984996,0.589,0.17,6.58944842189361e-20,"2","Actl6b"
"Pou3f3",7.07908191633137e-24,0.943571562749441,0.755,0.288,1.01889226021757e-19,"2","Pou3f3"
"Khdrbs3",1.43909448047636e-23,1.89411306827445,0.331,0.053,2.07128868574963e-19,"2","Khdrbs3"
"Elavl3",1.8855460342455e-23,0.996519147202233,0.861,0.385,2.71386640708954e-19,"2","Elavl3"
"Nuak1",1.90316385071473e-23,1.88802210204336,0.358,0.067,2.73922373033371e-19,"2","Nuak1"
"Tuba1a",2.63665083899042e-23,0.741787008565834,1,0.927,3.79493155255891e-19,"2","Tuba1a"
"Igfbpl1",2.83878175717014e-23,0.885992103706227,1,0.54,4.08585858309498e-19,"2","Igfbpl1"
"Gap431",3.80565204416636e-23,1.02859203215331,0.609,0.215,5.47747498716864e-19,"2","Gap43"
"Trim67",5.50525797118138e-23,2.2568049040489,0.285,0.037,7.92371779792136e-19,"2","Trim67"
"Ppp3ca",5.80347684128636e-23,1.43125790264826,0.623,0.221,8.35294421766346e-19,"2","Ppp3ca"
"Cacna2d1",9.42823295870412e-23,2.90609100073584,0.311,0.051,1.35700556974628e-18,"2","Cacna2d1"
"Ppp2r2b",1.23246146174027e-22,0.574247030134606,0.755,0.266,1.77388178188277e-18,"2","Ppp2r2b"
"Rab3a1",1.30657925719338e-22,0.837625612510824,0.808,0.343,1.88055952487843e-18,"2","Rab3a"
"Fam49a",1.7022387505973e-22,2.11890484032865,0.344,0.061,2.4500322337347e-18,"2","Fam49a"
"Fdft11",1.8257674487608e-22,0.960775366958191,0.596,0.195,2.62782708900142e-18,"2","Fdft1"
"Gsto1",1.97661286925675e-22,1.00000310430997,0.477,0.123,2.84493890272125e-18,"2","Gsto1"
"Tmem108",2.00046542560916e-22,1.6895163409635,0.536,0.163,2.87926988707926e-18,"2","Tmem108"
"Cnr1",2.12792189967006e-22,1.8750871916834,0.325,0.054,3.06271799019512e-18,"2","Cnr1"
"Mllt111",2.37109801113111e-22,0.783586082830454,0.974,0.474,3.41272136742101e-18,"2","Mllt11"
"Bend5",2.85694704404651e-22,2.07864195552889,0.351,0.064,4.11200388049614e-18,"2","Bend5"
"Sox12",3.30621762005517e-22,1.4014179900598,0.411,0.091,4.75863902054541e-18,"2","Sox12"
"Ptprs",3.32504193614684e-22,1.09684449698972,0.735,0.31,4.78573285869615e-18,"2","Ptprs"
"Fnbp1l",3.60262270977551e-22,1.23741713519063,0.629,0.215,5.18525486617989e-18,"2","Fnbp1l"
"Sept3",3.7128830298361e-22,1.05947718768798,0.715,0.272,5.34395254484311e-18,"2","Sept3"
"Zc2hc1a",4.37060527894166e-22,1.67665990787326,0.464,0.126,6.29061217798074e-18,"2","Zc2hc1a"
"Cux1",4.48636984092143e-22,1.40542053968426,0.636,0.237,6.45723211203821e-18,"2","Cux1"
"Nfix1",4.64642576737231e-22,0.799672922834644,0.881,0.375,6.68760060697897e-18,"2","Nfix"
"Edil3",6.22492060482435e-22,2.89938287574785,0.258,0.032,8.95952822652369e-18,"2","Edil3"
"Cacnb3",8.17200667989504e-22,1.39339902453872,0.444,0.111,1.17619692143729e-17,"2","Cacnb3"
"Mllt3",9.95506504371137e-22,1.27649482050222,0.536,0.165,1.43283251174138e-17,"2","Mllt3"
"Tubb2b",1.00608040214674e-21,0.622343150405629,1,0.876,1.4480515228098e-17,"2","Tubb2b"
"Sult4a1",1.66577602378163e-21,1.92927964290997,0.258,0.032,2.39755143102889e-17,"2","Sult4a1"
"Gm16152",1.73885995426286e-21,2.54168848377099,0.311,0.053,2.50274113217053e-17,"2","Gm16152"
"Limch1",7.87070913881178e-21,1.41675511091494,0.43,0.107,1.13283116634918e-16,"2","Limch1"
"Kctd13",1.01481679661227e-20,1.31020828026097,0.477,0.132,1.46062581536404e-16,"2","Kctd13"
"Atat1",1.41132206534803e-20,1.12030047696957,0.728,0.305,2.03131584865542e-16,"2","Atat1"
"Chd3",1.55424805987765e-20,0.843575080561746,0.801,0.347,2.2370292325819e-16,"2","Chd3"
"Tagln31",2.84155756090486e-20,0.663530084558815,0.901,0.429,4.08985379741036e-16,"2","Tagln3"
"Ctxn1",2.86571517624524e-20,0.925258900554099,0.781,0.328,4.12462385316977e-16,"2","Ctxn1"
"Nell2",2.95359209203688e-20,1.57868322700284,0.305,0.054,4.25110509806868e-16,"2","Nell2"
"Eif4a21",3.30217066850053e-20,0.702833241406873,0.894,0.46,4.75281424317281e-16,"2","Eif4a2"
"Sh3bp1",3.9010114129725e-20,1.1604962244601,0.596,0.212,5.61472572669131e-16,"2","Sh3bp1"
"Enc1",7.67916259094019e-20,2.16857188219444,0.43,0.12,1.10526187171402e-15,"2","Enc1"
"Rundc3a",8.62972762597488e-20,1.03200738666749,0.616,0.22,1.24207669720656e-15,"2","Rundc3a"
"Ip6k2",8.65448183965223e-20,0.98555326418383,0.656,0.236,1.24563957118115e-15,"2","Ip6k2"
"Camk2n2",1.07257839641064e-19,2.47961440412573,0.252,0.035,1.54376208595384e-15,"2","Camk2n2"
"Trp53i11",1.16932432429583e-19,1.08335803718575,0.543,0.177,1.68300849995899e-15,"2","Trp53i11"
"Nenf",1.68616687830944e-19,0.947919066816702,0.689,0.268,2.42689998795078e-15,"2","Nenf"
"Mn11",1.86987862245117e-19,1.17421595339676,0.503,0.16,2.69131630129396e-15,"2","Mn1"
"Coro1a",2.08440823540333e-19,1.17553670237634,0.344,0.072,3.00008877321601e-15,"2","Coro1a"
"Clcn4",2.36177934183872e-19,1.55189377991204,0.483,0.143,3.39930900670847e-15,"2","Clcn4"
"Map1lc3a1",4.20569454346369e-19,0.726430046154098,0.821,0.375,6.05325615640729e-15,"2","Map1lc3a"
"1700025G04Rik",4.45457210482088e-19,1.53183054380864,0.364,0.086,6.41146563046869e-15,"2","1700025G04Rik"
"Zfp462",4.77586760692245e-19,1.65914788241439,0.43,0.123,6.87390624664348e-15,"2","Zfp462"
"Usp22",5.59487079504333e-19,1.12929052662622,0.589,0.206,8.05269753530587e-15,"2","Usp22"
"Tle1",6.53632524639567e-19,1.58568589570182,0.331,0.07,9.4077329271373e-15,"2","Tle1"
"Apc2",7.72794628240676e-19,1.16764216931817,0.517,0.161,1.1122833084268e-14,"2","Apc2"
"Lsamp",9.99250343291962e-19,2.22774643325795,0.305,0.063,1.43822101910012e-14,"2","Lsamp"
"Cnih2",1.05170108907199e-18,1.02128740621515,0.649,0.249,1.51371337750132e-14,"2","Cnih2"
"Nipsnap1",1.20230637521403e-18,0.972724913359677,0.556,0.186,1.73047956584555e-14,"2","Nipsnap1"
"Nova2",1.35968195361326e-18,1.80500804640476,0.344,0.075,1.95699023583557e-14,"2","Nova2"
"Pafah1b3",2.85872589717025e-18,0.577320706276454,0.934,0.499,4.11456418379714e-14,"2","Pafah1b3"
"Lmo4",3.03521671667079e-18,1.57920905311165,0.497,0.167,4.36858742030427e-14,"2","Lmo4"
"Csrp21",3.65193164014784e-18,0.548840575662953,0.603,0.212,5.25622520966479e-14,"2","Csrp2"
"2010107G23Rik",4.16357219342193e-18,1.83045354997093,0.338,0.075,5.99262945799218e-14,"2","2010107G23Rik"
"Soga3",4.41155003477008e-18,1.16897171445605,0.517,0.167,6.34954396504458e-14,"2","Soga3"
"Ank3",4.52069740796453e-18,1.01687766544617,0.523,0.165,6.50663977928335e-14,"2","Ank3"
"Hist3h2ba1",4.75495279811421e-18,0.70782674609789,0.927,0.536,6.84380356232577e-14,"2","Hist3h2ba"
"Bdh1",6.22332446044145e-18,1.32460204275576,0.397,0.105,8.95723089591338e-14,"2","Bdh1"
"Islr2",7.79789933706816e-18,2.22949324927239,0.265,0.047,1.12235165158422e-13,"2","Islr2"
"Ankrd13b",8.83930609646588e-18,1.48812742864141,0.298,0.059,1.27224132646433e-13,"2","Ankrd13b"
"Ntrk3",9.03252016806318e-18,1.63477955461467,0.311,0.064,1.30005062778933e-13,"2","Ntrk3"
"Idh1",9.05758531917945e-18,1.02533528194076,0.603,0.237,1.3036582549895e-13,"2","Idh1"
"Cenpv",1.13124125691047e-17,1.62621087900683,0.424,0.123,1.62819554107124e-13,"2","Cenpv"
"Nsg2",1.25093392595129e-17,0.697960984898177,0.894,0.423,1.80046919962169e-13,"2","Nsg2"
"Ppp2ca",1.59367453675484e-17,0.827980395852593,0.709,0.303,2.29377576075124e-13,"2","Ppp2ca"
"Stmn1",2.08272790972526e-17,0.509949053217982,1,0.906,2.99767028046757e-13,"2","Stmn1"
"Uchl3",2.2496366695525e-17,0.611435714399992,0.702,0.299,3.23790205848691e-13,"2","Uchl3"
"Ywhag",2.90997234694817e-17,0.656544494885612,0.702,0.284,4.1883231989625e-13,"2","Ywhag"
"Prkar1b",2.92449714613078e-17,1.40529897441974,0.377,0.1,4.20922874242603e-13,"2","Prkar1b"
"Hist3h2a",4.20941844713399e-17,0.684856178179507,0.722,0.3,6.05861597095995e-13,"2","Hist3h2a"
"Amer2",4.63055922128289e-17,1.2991748507836,0.503,0.176,6.66476388719246e-13,"2","Amer2"
"Grina",5.45930109065453e-17,1.03933062270719,0.536,0.196,7.85757205977906e-13,"2","Grina"
"Smarcd3",5.93703233202167e-17,0.926255149100004,0.523,0.179,8.54517063547879e-13,"2","Smarcd3"
"Dpysl2",7.28207660727837e-17,0.816824606820985,0.722,0.335,1.04810928608558e-12,"2","Dpysl2"
"Serf11",7.83086814177078e-17,0.563557185181361,0.921,0.534,1.12709685164507e-12,"2","Serf1"
"Fkbp4",8.23216036758988e-17,0.604465280022815,0.828,0.419,1.18485484170721e-12,"2","Fkbp4"
"Bcl7a",8.6517847871206e-17,1.18723940067116,0.517,0.186,1.24525138441027e-12,"2","Bcl7a"
"Snx10",1.15959666421835e-16,1.5073012860483,0.305,0.069,1.66900747880947e-12,"2","Snx10"
"Tmem158",1.72625574631097e-16,1.51984524615025,0.285,0.059,2.48459989566538e-12,"2","Tmem158"
"Ilf2",1.72860099960673e-16,0.586090142468521,0.901,0.473,2.48797541873396e-12,"2","Ilf2"
"Stmn31",1.77170842445454e-16,0.561877262289207,0.921,0.473,2.55001993531741e-12,"2","Stmn3"
"Rtn1",1.77998566034442e-16,0.707686639817362,1,0.612,2.56193336093373e-12,"2","Rtn1"
"Kcnk2",2.10825451929768e-16,1.1817664301773,0.497,0.173,3.03441072962514e-12,"2","Kcnk2"
"Tmeff1",2.12732957038198e-16,1.10822716092074,0.483,0.164,3.06186545065079e-12,"2","Tmeff1"
"Prkcz",2.50454218381207e-16,1.50589833920441,0.298,0.063,3.60478756516071e-12,"2","Prkcz"
"Neo1",2.62802798406446e-16,2.06718633612091,0.265,0.053,3.78252067746398e-12,"2","Neo1"
"Cxadr",2.64527953449988e-16,1.34953322391571,0.377,0.102,3.80735083400568e-12,"2","Cxadr"
"Nedd4l",2.64576559657271e-16,1.81313012045145,0.351,0.094,3.8080504231471e-12,"2","Nedd4l"
"Klf7",3.73334195520869e-16,1.30534935022698,0.43,0.133,5.37339907613187e-12,"2","Klf7"
"Bmyc",3.93696391039734e-16,0.885373956744233,0.503,0.171,5.66647215623489e-12,"2","Bmyc"
"Sec11c",4.2227034892803e-16,1.76257830708152,0.331,0.083,6.07773713212113e-12,"2","Sec11c"
"Hnrnpa0",4.29422338764955e-16,0.92646419021632,0.589,0.228,6.18067572184399e-12,"2","Hnrnpa0"
"Rtn4",4.37714862744883e-16,0.447030362663128,0.762,0.353,6.3000300194871e-12,"2","Rtn4"
"Dcx",4.44641427204288e-16,0.708478743983577,0.815,0.362,6.39972406175131e-12,"2","Dcx"
"Thra",4.85765593391244e-16,0.474554641183959,0.815,0.36,6.99162418568017e-12,"2","Thra"
"Dbn1",5.26963782607312e-16,0.728272325652036,0.828,0.448,7.58458972306703e-12,"2","Dbn1"
"Tubb4a",5.50520820177969e-16,1.22632481573446,0.411,0.122,7.92364616482151e-12,"2","Tubb4a"
"Actb",6.01215805780642e-16,0.694039350126372,1,0.837,8.65329909260079e-12,"2","Actb"
"Nfasc",7.13334312941417e-16,2.36855415868336,0.272,0.059,1.02670207661658e-11,"2","Nfasc"
"Sh3bp5",7.81210967073806e-16,1.34481362714435,0.424,0.132,1.12439694490933e-11,"2","Sh3bp5"
"Tenm4",8.40400064093115e-16,1.37103173797554,0.43,0.136,1.20958781224922e-11,"2","Tenm4"
"Tia1",8.90323840826666e-16,0.865737057047427,0.795,0.391,1.28144310410182e-11,"2","Tia1"
"Snhg12",9.92900238825385e-16,1.28156194244275,0.391,0.111,1.42908131374138e-11,"2","Snhg12"
"Gm16731",1.04418645722523e-15,0.577730248096253,0.974,0.565,1.50289756788427e-11,"2","Gm1673"
"Plppr3",1.17867758896357e-15,0.775157859014081,0.596,0.228,1.69647065379527e-11,"2","Plppr3"
"Chn1",1.25212251554966e-15,1.55296709428775,0.338,0.086,1.80217993663063e-11,"2","Chn1"
"Tecr",1.35342546926323e-15,0.677032648158227,0.848,0.469,1.94798527791057e-11,"2","Tecr"
"Dbndd1",1.39981421015275e-15,1.3415712452893,0.377,0.107,2.01475259267285e-11,"2","Dbndd1"
"Strbp",1.48027134657924e-15,0.874850121059222,0.517,0.192,2.13055454913151e-11,"2","Strbp"
"Tra2a",1.4986100218295e-15,0.701049501882331,0.841,0.408,2.1569494044192e-11,"2","Tra2a"
"Wbscr17",1.54441948090675e-15,2.26614878610701,0.265,0.057,2.22288295886909e-11,"2","Wbscr17"
"Uba1",1.91040022045651e-15,0.515054702561442,0.662,0.274,2.74963903730305e-11,"2","Uba1"
"Add2",2.12673432346194e-15,1.29441194624175,0.384,0.111,3.06100871175877e-11,"2","Add2"
"Mex3a",2.22670941445431e-15,1.03267137525139,0.576,0.225,3.2049028602241e-11,"2","Mex3a"
"Olfm1",2.46186055378187e-15,1.06210097607587,0.517,0.184,3.54335589505824e-11,"2","Olfm1"
"Svbp1",2.47178436310445e-15,0.545639857566472,0.781,0.384,3.55763923381623e-11,"2","Svbp"
"Csnk1e",2.48106342178308e-15,0.745895920966458,0.682,0.309,3.57099458297239e-11,"2","Csnk1e"
"Mkrn1",2.7899673780385e-15,0.582261518268326,0.715,0.324,4.01560004721081e-11,"2","Mkrn1"
"Nrep",2.94245125810551e-15,0.583672595186225,0.834,0.389,4.23507009579126e-11,"2","Nrep"
"Wdr47",3.73109929782441e-15,1.64423120231281,0.285,0.063,5.37017121935867e-11,"2","Wdr47"
"Fam57b",5.70623363009769e-15,0.75467001736083,0.417,0.127,8.2129820637996e-11,"2","Fam57b"
"Tmem44",5.81780804423383e-15,0.997628225744824,0.377,0.11,8.37357111806574e-11,"2","Tmem44"
"Tcf25",6.50003564859162e-15,0.560375592866976,0.689,0.307,9.35550130901792e-11,"2","Tcf25"
"Sf3b1",6.53566540812741e-15,0.642793516419172,0.821,0.416,9.40678322191778e-11,"2","Sf3b1"
"Atp6v0b",7.7853813286684e-15,0.749104783608825,0.742,0.341,1.12054993463524e-10,"2","Atp6v0b"
"Cited2",8.8310569490301e-15,0.708419205859269,0.695,0.303,1.2710540266739e-10,"2","Cited2"
"Sbk11",9.07712760334471e-15,0.628724268844225,0.675,0.306,1.3064709759494e-10,"2","Sbk1"
"Pnck",9.58426770516197e-15,1.69366874490331,0.298,0.072,1.37946365080396e-10,"2","Pnck"
"Hsp90aa1",1.02471055000358e-14,0.602053280020491,0.974,0.66,1.47486589462016e-10,"2","Hsp90aa1"
"Agpat4",1.07685750569803e-14,1.36952800201013,0.358,0.1,1.54992100795117e-10,"2","Agpat4"
"Rnf220",1.07737013215713e-14,1.22879930669564,0.344,0.097,1.55065883121376e-10,"2","Rnf220"
"Scg5",1.27025455468444e-14,0.733902582719962,0.662,0.293,1.82827738055732e-10,"2","Scg5"
"Sema3c",1.27128036390351e-14,1.81286998578097,0.311,0.081,1.82975382776632e-10,"2","Sema3c"
"Arl8a",1.27300535431852e-14,0.865757333796417,0.523,0.201,1.83223660647064e-10,"2","Arl8a"
"Ndrg4",1.2772138281158e-14,1.8094771146169,0.252,0.053,1.83829386280708e-10,"2","Ndrg4"
"Clip3",1.44911872602936e-14,0.797804010387757,0.609,0.259,2.08571658237406e-10,"2","Clip3"
"Rap2b",1.46941930829261e-14,1.71622950024272,0.331,0.091,2.11493521042556e-10,"2","Rap2b"
"Znrf1",1.47135207687668e-14,1.23763840157011,0.437,0.149,2.1177170442486e-10,"2","Znrf1"
"Smarca2",1.51272988552667e-14,0.958692976736528,0.523,0.201,2.17727212423853e-10,"2","Smarca2"
"Malat1",1.54765098647059e-14,0.531311059465124,0.974,0.608,2.22753406482711e-10,"2","Malat1"
"Podxl2",1.54784133498065e-14,0.570197762564854,0.801,0.379,2.22780803343765e-10,"2","Podxl2"
"Hivep3",1.57946715307536e-14,1.23137699974836,0.298,0.07,2.27332707342137e-10,"2","Hivep3"
"Arpc51",1.66879718745708e-14,0.554504441885854,0.748,0.365,2.40189979190698e-10,"2","Arpc5"
"Zfos11",1.69719179647059e-14,0.447784773651019,0.781,0.381,2.44276815266013e-10,"2","Zfos1"
"Dlgap4",1.83805936740505e-14,0.673599297843718,0.675,0.296,2.64551884750609e-10,"2","Dlgap4"
"Mpnd1",1.9106025133552e-14,0.480508529012276,0.623,0.262,2.74993019747214e-10,"2","Mpnd"
"Acot7",1.95342841880647e-14,1.01027358694358,0.384,0.122,2.81156952318816e-10,"2","Acot7"
"Ttc3",2.03665114280214e-14,0.690298313720836,0.927,0.518,2.93135198983513e-10,"2","Ttc3"
"Dpysl5",2.06620178654433e-14,0.958044494724751,0.556,0.218,2.97388423137326e-10,"2","Dpysl5"
"Nop56",2.28795765600778e-14,0.700766032412723,0.616,0.252,3.293057454292e-10,"2","Nop56"
"Kdm2b",2.39660514444196e-14,1.10422994313987,0.391,0.127,3.44943378439531e-10,"2","Kdm2b"
"Ttc9b1",2.91825798343626e-14,0.402109469616345,0.689,0.303,4.20024871555981e-10,"2","Ttc9b"
"Tnrc6c",3.08745999954847e-14,1.63761957049183,0.344,0.1,4.44378117735011e-10,"2","Tnrc6c"
"Tmsb10",3.16787349982256e-14,0.492188859499151,1,0.859,4.55952032829461e-10,"2","Tmsb10"
"Ctnna2",3.17013793874174e-14,0.98498200145228,0.344,0.097,4.56277953523098e-10,"2","Ctnna2"
"Rc3h2",3.18456686031565e-14,1.73153227494504,0.298,0.076,4.58354708205232e-10,"2","Rc3h2"
"Farsb",3.43755716208233e-14,1.05744909649668,0.298,0.073,4.9476760233851e-10,"2","Farsb"
"Pfdn41",3.4727071852536e-14,0.520096975116592,0.689,0.313,4.99826745173551e-10,"2","Pfdn4"
"Gng2",3.5898259659369e-14,0.378510936985514,0.715,0.3,5.16683651277297e-10,"2","Gng2"
"Eid1",3.70415700887739e-14,0.612280303542466,0.609,0.259,5.33139318287723e-10,"2","Eid1"
"Kifap3",3.74271114860861e-14,0.783498858171185,0.536,0.204,5.38688415619237e-10,"2","Kifap3"
"Celf5",3.76328367827566e-14,1.22947908630748,0.358,0.102,5.41649419814216e-10,"2","Celf5"
"Rae11",3.94801148156291e-14,0.802159549452456,0.523,0.208,5.68237292541349e-10,"2","Rae1"
"Epha3",4.46146189017922e-14,1.26615521100497,0.417,0.141,6.42138209853495e-10,"2","Epha3"
"Cdh2",4.83476068334016e-14,0.799029147030055,0.517,0.189,6.9586710515315e-10,"2","Cdh2"
"Ifngr2",4.83743736332699e-14,0.508122461283358,0.338,0.097,6.96252359703653e-10,"2","Ifngr2"
"C1qtnf4",4.85045910994849e-14,1.48881540504173,0.258,0.056,6.98126579694886e-10,"2","C1qtnf4"
"Gm177501",4.94194622998741e-14,0.508554890664757,0.815,0.433,7.11294320882088e-10,"2","Gm17750"
"Cdk5r1",5.1269527120993e-14,0.843674413411229,0.583,0.239,7.37922303852452e-10,"2","Cdk5r1"
"Arl6ip5",5.13306218955682e-14,0.769745283063847,0.457,0.16,7.38801640942913e-10,"2","Arl6ip5"
"Cbarp",5.30886860284763e-14,1.54044966798529,0.305,0.076,7.64105458007859e-10,"2","Cbarp"
"Laptm4a1",5.42256507883847e-14,0.473978619612404,0.788,0.417,7.8046979179722e-10,"2","Laptm4a"
"Kcnq1ot1",5.48968521268806e-14,1.04873079299753,0.477,0.174,7.90130392662192e-10,"2","Kcnq1ot1"
"Rtn3",5.92863421779708e-14,0.53541496821813,0.841,0.451,8.53308322967534e-10,"2","Rtn3"
"Elovl6",5.98513459737346e-14,2.04102445598437,0.285,0.072,8.61440422599963e-10,"2","Elovl6"
"Fabp5",6.02046953727487e-14,0.517893499398352,0.98,0.716,8.66526180499971e-10,"2","Fabp5"
"Wnt7b",6.15873505049845e-14,1.93015585393321,0.252,0.057,8.86426735818241e-10,"2","Wnt7b"
"Ypel3",6.91990064699699e-14,0.553245773606408,0.755,0.362,9.95981300122276e-10,"2","Ypel3"
"mt-Co1",7.38375568377904e-14,0.556251550484783,0.993,0.76,1.06274395556632e-09,"2","mt-Co1"
"6330403K07Rik",7.50840886531328e-14,0.513971922258739,0.927,0.501,1.08068528798454e-09,"2","6330403K07Rik"
"Ctsb",8.04580822819656e-14,1.10002808108607,0.53,0.223,1.15803317828433e-09,"2","Ctsb"
"Cplx2",8.49529055905179e-14,1.54575169778399,0.331,0.095,1.22272717016432e-09,"2","Cplx2"
"Grb21",8.52752069825543e-14,0.629419935626448,0.49,0.184,1.2273660540999e-09,"2","Grb2"
"mt-Cytb",9.34303164302107e-14,0.588404742896295,0.993,0.755,1.34474254438002e-09,"2","mt-Cytb"
"Pcgf2",9.49136955568315e-14,1.60168502346231,0.298,0.079,1.36609282014948e-09,"2","Pcgf2"
"Ptprz1",9.6476736761458e-14,0.616434707154978,0.397,0.123,1.38858967220767e-09,"2","Ptprz1"
"Sbf2",9.80799131800157e-14,1.56784568605129,0.278,0.069,1.41166419039997e-09,"2","Sbf2"
"Mapre2",9.93061669100377e-14,0.711402827231713,0.45,0.155,1.42931366033617e-09,"2","Mapre2"
"Myef2",1.00657477329388e-13,0.906664719814866,0.51,0.202,1.44876307120189e-09,"2","Myef2"
"Ptms",1.01799792666348e-13,0.493824149458159,0.954,0.594,1.46520441584674e-09,"2","Ptms"
"Ptp4a11",1.09257079388248e-13,0.446876970740331,0.616,0.265,1.57253714363506e-09,"2","Ptp4a1"
"Clk1",1.26379271530798e-13,1.17583112701863,0.464,0.171,1.81897685514277e-09,"2","Clk1"
"Polr1d",1.29157117306223e-13,0.499090729555653,0.788,0.404,1.85895838938847e-09,"2","Polr1d"
"Nudt8",1.30136447825185e-13,1.65772700969238,0.272,0.066,1.87305389354788e-09,"2","Nudt8"
"Peli1",1.30312739661525e-13,0.948982764546177,0.47,0.176,1.87559126194832e-09,"2","Peli1"
"Kif1a",1.3445769307416e-13,1.30001041047461,0.404,0.139,1.93524957641639e-09,"2","Kif1a"
"Cirbp",1.41555053518088e-13,0.445588077025627,0.914,0.502,2.03740188528585e-09,"2","Cirbp"
"Tulp4",1.42440295327407e-13,0.921532460433069,0.457,0.164,2.05014317064737e-09,"2","Tulp4"
"Pdcd2",1.43928465065357e-13,0.78072131162388,0.377,0.119,2.07156239768569e-09,"2","Pdcd2"
"Adgrl3",1.46483858159012e-13,1.85309507505927,0.252,0.056,2.10834217048266e-09,"2","Adgrl3"
"Snn",1.60670459277437e-13,0.693713667131843,0.589,0.253,2.31252992038015e-09,"2","Snn"
"Smim141",1.74919209460387e-13,0.676733600888874,0.563,0.24,2.51761218176335e-09,"2","Smim14"
"Tkt1",1.79163783394769e-13,0.204196213172375,0.775,0.379,2.57870433440092e-09,"2","Tkt"
"Ubtf",1.83030394531939e-13,0.983266242185625,0.397,0.133,2.6343564684982e-09,"2","Ubtf"
"Dlg4",1.97167752445842e-13,1.41794097678875,0.258,0.06,2.837835460953e-09,"2","Dlg4"
"Mff",2.07244757289472e-13,0.543325421555416,0.735,0.367,2.98287379166738e-09,"2","Mff"
"Prrc2b",2.29373360902531e-13,1.23054305607541,0.437,0.155,3.30137078347013e-09,"2","Prrc2b"
"Trim2",2.3719308791862e-13,0.667691429138018,0.709,0.334,3.4139201144127e-09,"2","Trim2"
"Gdpd11",2.4383528946772e-13,0.534331734061039,0.616,0.262,3.5095213213089e-09,"2","Gdpd1"
"Dynll1",2.50421493789831e-13,0.469305082931731,0.993,0.706,3.60431656011704e-09,"2","Dynll1"
